,Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Publication.Date
2838,Accident,Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,05-02-2004
2839,Accident,Non-Fatal,Substantial,Airplane,Avions Max Holste,MH 1521 BROUSSARD,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-12-2003
2840,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-24-260B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,02-03-2004
2841,Accident,Non-Fatal,Substantial,Airplane,Cleveland Orson,Starduster II SA-300,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,02-03-2004
2842,Accident,Non-Fatal,Substantial,Airplane,William F. Lair,RV-6A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,05-02-2004
2843,Accident,Non-Fatal,Substantial,Gyrocraft,Mayfield,RAF 2000,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,30-12-2003
2844,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,05-02-2004
2845,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,30-12-2003
2846,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,05-02-2004
2847,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2848,Accident,Non-Fatal,Substantial,Helicopter,Shapowal,Rotorway Exec 90,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,02-06-2004
2849,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2850,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,05-02-2004
2851,Accident,Non-Fatal,Substantial,Airplane,Cessna,182M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,30-06-2004
2852,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,02-03-2004
2853,Accident,Non-Fatal,Substantial,Airplane,R. James Thorne,Nieuport 12,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2854,Accident,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Skydiving,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,10-12-2014
2855,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2856,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2857,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2858,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2859,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,02-03-2004
2860,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2861,Accident,Non-Fatal,Substantial,Airplane,Globe,Swift GC1B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-06-2006
2862,Accident,Non-Fatal,Substantial,Helicopter,Bell,206L1,1.0,Turbo Shaft,Positioning,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,30-03-2004
2863,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2864,Accident,Non-Fatal,Substantial,Airplane,Clement-kazmierczak,Sorrell SNS-7,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,18-05-2010
2865,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2866,Accident,Non-Fatal,Substantial,Airplane,Beech,58P,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,30-03-2004
2867,Accident,Non-Fatal,Substantial,Airplane,Beech,BE-55,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2868,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2869,Accident,Non-Fatal,Substantial,Airplane,Waco,4MF 5,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-03-2004
2870,Accident,Non-Fatal,Substantial,Airplane,Luscombe,8E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2871,Accident,Non-Fatal,Substantial,Helicopter,Bell,B407,1.0,Turbo Shaft,Other Work Use,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,30-03-2004
2872,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,04-08-2011
2873,Accident,Non-Fatal,Destroyed,Helicopter,Aerospatiale,AS 365 N-2,2.0,Turbo Shaft,Positioning,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,02-02-2009
2874,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-03-2004
2875,Accident,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2876,Accident,Non-Fatal,Substantial,Airplane,Maule,M-7-235B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2877,Accident,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,30-03-2004
2878,Accident,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,30-03-2004
2879,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2880,Accident,Non-Fatal,Substantial,Airplane,Fleet,2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-03-2004
2881,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,28-04-2004
2882,Accident,Non-Fatal,Substantial,Airplane,Cessna,185F,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,14-04-2011
2883,Accident,Non-Fatal,Substantial,Airplane,Cessna,210L,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-03-2004
2884,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-03-2004
2885,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32R,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2886,Accident,Fatal(1),Destroyed,Airplane,Beech,B36TC,1.0,Reciprocating,Personal,1.0,0.26677190213101815,0.4493475682087782,1.0,Maneuvering,28-04-2015
2887,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,28-04-2004
2888,Accident,Non-Fatal,Substantial,Helicopter,Eurocopter,AS350 B3,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-10-2014
2889,Accident,Non-Fatal,Substantial,Airplane,Beech,B36TC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2890,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R44,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,28-04-2004
2891,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180C,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2892,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,28-04-2004
2893,Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2894,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2895,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2896,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2897,Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,28-04-2004
2898,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2899,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2900,Accident,Non-Fatal,Substantial,Airplane,American Champion (acac),7GCAA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2901,Accident,Non-Fatal,Substantial,Helicopter,Bell,47-G3B2,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,28-04-2004
2902,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2903,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201T,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2904,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2905,Accident,Non-Fatal,Substantial,Helicopter,Mcdonnell Douglas,369FF,1.0,Turbo Shaft,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2906,Accident,Non-Fatal,Substantial,Airplane,Danbrook,Corbin Jr Ace,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,28-04-2004
2907,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,28-04-2004
2908,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,28-04-2004
2909,Accident,Non-Fatal,Substantial,Airplane,Cessna,172E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2910,Accident,Non-Fatal,Substantial,Airplane,Cessna,177A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2911,Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2912,Incident,Incident,Minor,Helicopter,Bell,407,1.0,Turbo Shaft,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,02-02-2009
2913,Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2914,Accident,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Skydiving,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,10-12-2014
2915,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2916,Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,28-04-2004
2917,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-06-2004
2918,Accident,Non-Fatal,Substantial,Airplane,Aviat,Pitts S2B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2919,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,02-06-2004
2920,Accident,Non-Fatal,Substantial,Airplane,Beech,V35B,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2921,Accident,Non-Fatal,Substantial,Airplane,Cessna,182E,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,02-06-2004
2922,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2923,Accident,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,DA-40,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2924,Accident,Non-Fatal,Substantial,Airplane,Cessna,C195A,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2925,Accident,Non-Fatal,Substantial,Airplane,Ayres,S-2R,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,02-06-2004
2926,Accident,Non-Fatal,Substantial,Airplane,Ayres,S2R-600,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,02-06-2004
2927,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,02-06-2004
2928,Accident,Non-Fatal,Substantial,Airplane,Jerry Garrison,Christen Eagle II,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2929,Accident,Non-Fatal,Substantial,Airplane,Cessna,172C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Go-around,02-06-2004
2930,Accident,Fatal(1),Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,1.0,0.26677190213101815,0.4493475682087782,1.0,Cruise,02-07-2018
2931,Accident,Fatal(1),Destroyed,Airplane,Wsk Pzl Mielec,M-18A,1.0,Reciprocating,Public Aircraft,1.0,0.26677190213101815,0.4493475682087782,1.0,Approach,14-03-2011
2932,Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2933,Accident,Non-Fatal,Substantial,Airplane,Menefee,RAF Vari-Eze,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Climb,30-06-2004
2934,Accident,Non-Fatal,Substantial,Airplane,Cessna,T310R,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2935,Accident,Non-Fatal,Substantial,Airplane,Beech,F33A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2936,Accident,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Landing,02-06-2004
2937,Accident,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,30-06-2004
2938,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2939,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2940,Accident,Non-Fatal,Substantial,Airplane,Rockwell,S-2R,1.0,Reciprocating,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2941,Accident,Non-Fatal,Substantial,Helicopter,Hughes,269B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,30-06-2004
2942,Accident,Non-Fatal,Substantial,Airplane,Stinson,108-1,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2943,Accident,Non-Fatal,Substantial,Airplane,Cessna,182T,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2944,Accident,Non-Fatal,Substantial,Airplane,Cessna,C-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,30-06-2004
2945,Accident,Non-Fatal,Substantial,Airplane,Dantzer Lawrence L,Rans S-12,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Maneuvering,29-07-2004
2946,Accident,Non-Fatal,Substantial,Airplane,Piper,PA34-200,2.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,30-06-2004
2947,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,02-06-2004
2948,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Go-around,29-07-2004
2949,Accident,Non-Fatal,Substantial,Airplane,Beech,95-A55,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-06-2004
2950,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,30-06-2004
2951,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Cruise,01-09-2004
2952,Accident,Non-Fatal,Substantial,Airplane,Ayres,S2R-T34,1.0,Turbo Prop,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2953,Accident,Non-Fatal,Substantial,Helicopter,Eurocopter France,EC 130 B4,1.0,Turbo Shaft,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,30-06-2004
2954,Accident,Non-Fatal,Substantial,Airplane,Waco,ASO,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,28-06-2006
2955,Accident,Non-Fatal,Substantial,Airplane,Yakovlev,Yak 54,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Maneuvering,30-06-2004
2956,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2957,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-06-2004
2958,Accident,Non-Fatal,Substantial,Airplane,Aeronca,65-TAC,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2959,Accident,Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2960,Accident,Non-Fatal,Substantial,Airplane,Cessna,180A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,30-06-2004
2961,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2962,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Cruise,30-06-2004
2963,Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2964,Accident,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2965,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2966,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-34-220T,2.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,01-09-2004
2967,Accident,Non-Fatal,Substantial,Airplane,Cessna,182K,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2968,Accident,Non-Fatal,Destroyed,Airplane,Air Tractor,AT-502B,1.0,Turbo Prop,Aerial Application,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Takeoff,29-07-2004
2969,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22B,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Maneuvering,30-06-2004
2970,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Takeoff,30-06-2004
2971,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Descent,29-07-2004
2972,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,1.0,0.5797562268150503,Maneuvering,30-06-2004
2973,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2974,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Taxi,29-07-2004
2975,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta II,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
2976,Accident,Non-Fatal,Substantial,Helicopter,Robinson,R22 Beta,1.0,Reciprocating,Instructional,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,30-06-2004
2977,Accident,Non-Fatal,Substantial,Airplane,Bolger Scott,RV-6A,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Approach,01-09-2004
2978,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.5797562268150503,0.26677190213101815,0.4493475682087782,0.5797562268150503,Landing,29-07-2004
